"","gm","make_model","make","mileage_raw","price_raw","model_trim_raw","year_make_raw","platform","mileage","price","model","trim","year"
"3192",TRUE,"Chevrolet Tahoe","Chevrolet","26,000 miles",60998,"Tahoe Z71","2022 Chevrolet","carmax",26000,60998,"Tahoe","Z71","2022"
"3193",TRUE,"Chevrolet Tahoe","Chevrolet","73,000 miles",50998,"Tahoe Z71","2022 Chevrolet","carmax",73000,50998,"Tahoe","Z71","2022"
"3194",TRUE,"Chevrolet Tahoe","Chevrolet","15,000 miles",60998,"Tahoe Z71","2022 Chevrolet","carmax",15000,60998,"Tahoe","Z71","2022"
"3195",TRUE,"GMC Yukon","GMC","51,000 miles",58998,"Yukon Denali","2022 GMC","carmax",51000,58998,"Yukon","Denali","2022"
"3196",TRUE,"GMC Yukon","GMC","64,000 miles",56998,"Yukon Denali","2022 GMC","carmax",64000,56998,"Yukon","Denali","2022"
"3197",TRUE,"GMC Yukon","GMC","25,000 miles",65998,"Yukon Denali","2022 GMC","carmax",25000,65998,"Yukon","Denali","2022"
"3198",TRUE,"GMC Yukon","GMC","40,000 miles",59998,"Yukon Denali","2022 GMC","carmax",40000,59998,"Yukon","Denali","2022"
"3199",TRUE,"GMC Yukon","GMC","27,000 miles",61998,"Yukon Denali","2022 GMC","carmax",27000,61998,"Yukon","Denali","2022"
"3200",TRUE,"GMC Yukon","GMC","75,000 miles",53998,"Yukon Denali","2022 GMC","carmax",75000,53998,"Yukon","Denali","2022"
"3201",TRUE,"GMC Yukon","GMC","65,000 miles",54998,"Yukon Denali","2022 GMC","carmax",65000,54998,"Yukon","Denali","2022"
"3202",TRUE,"GMC Yukon","GMC","40,000 miles",60998,"Yukon Denali","2022 GMC","carmax",40000,60998,"Yukon","Denali","2022"
"3203",TRUE,"GMC Yukon","GMC","44,000 miles",59998,"Yukon Denali","2022 GMC","carmax",44000,59998,"Yukon","Denali","2022"
"3204",TRUE,"GMC Yukon","GMC","27,000 miles",65998,"Yukon Denali","2022 GMC","carmax",27000,65998,"Yukon","Denali","2022"
"3205",TRUE,"GMC Yukon","GMC","85,000 miles",51998,"Yukon Denali","2022 GMC","carmax",85000,51998,"Yukon","Denali","2022"
"3206",TRUE,"GMC Yukon","GMC","60,000 miles",55998,"Yukon Denali","2022 GMC","carmax",60000,55998,"Yukon","Denali","2022"
"3207",TRUE,"GMC Yukon","GMC","42,000 miles",60998,"Yukon Denali","2022 GMC","carmax",42000,60998,"Yukon","Denali","2022"
"3208",TRUE,"GMC Yukon","GMC","62,000 miles",56998,"Yukon Denali","2022 GMC","carmax",62000,56998,"Yukon","Denali","2022"
"3209",TRUE,"GMC Yukon","GMC","39,000 miles",59998,"Yukon Denali","2022 GMC","carmax",39000,59998,"Yukon","Denali","2022"
"3210",TRUE,"GMC Yukon","GMC","28,000 miles",67998,"Yukon Denali","2022 GMC","carmax",28000,67998,"Yukon","Denali","2022"
"3211",TRUE,"GMC Yukon","GMC","47,000 miles",58998,"Yukon Denali","2022 GMC","carmax",47000,58998,"Yukon","Denali","2022"
"3212",TRUE,"GMC Yukon","GMC","30,000 miles",47998,"Yukon SLE","2022 GMC","carmax",30000,47998,"Yukon","SLE","2022"
"3213",TRUE,"GMC Yukon","GMC","29,000 miles",47998,"Yukon SLE","2022 GMC","carmax",29000,47998,"Yukon","SLE","2022"
"3214",TRUE,"GMC Yukon","GMC","37,000 miles",47998,"Yukon SLE","2022 GMC","carmax",37000,47998,"Yukon","SLE","2022"
"3215",TRUE,"GMC Yukon","GMC","49,000 miles",53998,"Yukon SLT","2022 GMC","carmax",49000,53998,"Yukon","SLT","2022"
"3216",TRUE,"GMC Yukon","GMC","22,000 miles",52998,"Yukon SLT","2022 GMC","carmax",22000,52998,"Yukon","SLT","2022"
"3217",TRUE,"GMC Yukon","GMC","42,000 miles",52998,"Yukon SLT","2022 GMC","carmax",42000,52998,"Yukon","SLT","2022"
"3218",TRUE,"GMC Yukon","GMC","49,000 miles",54998,"Yukon SLT","2022 GMC","carmax",49000,54998,"Yukon","SLT","2022"
"3219",TRUE,"GMC Yukon","GMC","57,000 miles",50998,"Yukon SLT","2022 GMC","carmax",57000,50998,"Yukon","SLT","2022"
"3220",TRUE,"GMC Yukon","GMC","26,000 miles",54998,"Yukon SLT","2022 GMC","carmax",26000,54998,"Yukon","SLT","2022"
"3221",TRUE,"GMC Yukon XL 1500","GMC","35,000 miles",59998,"Yukon XL 1500 AT4","2022 GMC","carmax",35000,59998,"Yukon XL 1500","AT4","2022"
"3222",TRUE,"GMC Yukon XL 1500","GMC","61,000 miles",60998,"Yukon XL 1500 Denali","2022 GMC","carmax",61000,60998,"Yukon XL 1500","Denali","2022"
"3223",TRUE,"GMC Yukon XL 1500","GMC","69,000 miles",49998,"Yukon XL 1500 Denali","2022 GMC","carmax",69000,49998,"Yukon XL 1500","Denali","2022"
"3224",TRUE,"GMC Yukon XL 1500","GMC","70,000 miles",45998,"Yukon XL 1500 Denali","2022 GMC","carmax",70000,45998,"Yukon XL 1500","Denali","2022"
"3225",TRUE,"GMC Yukon XL 1500","GMC","29,000 miles",64998,"Yukon XL 1500 Denali","2022 GMC","carmax",29000,64998,"Yukon XL 1500","Denali","2022"
"3226",TRUE,"GMC Yukon XL 1500","GMC","51,000 miles",59998,"Yukon XL 1500 Denali","2022 GMC","carmax",51000,59998,"Yukon XL 1500","Denali","2022"
"3227",TRUE,"GMC Yukon XL 1500","GMC","38,000 miles",63998,"Yukon XL 1500 Denali","2022 GMC","carmax",38000,63998,"Yukon XL 1500","Denali","2022"
"3228",TRUE,"GMC Yukon XL 1500","GMC","17,000 miles",51998,"Yukon XL 1500 SLE","2022 GMC","carmax",17000,51998,"Yukon XL 1500","SLE","2022"
"3229",TRUE,"GMC Yukon XL 1500","GMC","45,000 miles",45998,"Yukon XL 1500 SLE","2022 GMC","carmax",45000,45998,"Yukon XL 1500","SLE","2022"
"3230",TRUE,"GMC Yukon XL 1500","GMC","56,000 miles",49998,"Yukon XL 1500 SLT","2022 GMC","carmax",56000,49998,"Yukon XL 1500","SLT","2022"
"3231",TRUE,"GMC Yukon XL 1500","GMC","45,000 miles",55998,"Yukon XL 1500 SLT","2022 GMC","carmax",45000,55998,"Yukon XL 1500","SLT","2022"
"3232",TRUE,"GMC Yukon XL 1500","GMC","70,000 miles",48998,"Yukon XL 1500 SLT","2022 GMC","carmax",70000,48998,"Yukon XL 1500","SLT","2022"
"3233",TRUE,"GMC Yukon XL 1500","GMC","60,000 miles",51998,"Yukon XL 1500 SLT","2022 GMC","carmax",60000,51998,"Yukon XL 1500","SLT","2022"
"3234",TRUE,"GMC Yukon XL 1500","GMC","38,000 miles",57998,"Yukon XL 1500 SLT","2022 GMC","carmax",38000,57998,"Yukon XL 1500","SLT","2022"
"3235",FALSE,"Lexus IS 500","Lexus","34,000 miles",54998,"IS 500 F-Sport Performance Launch Edition","2022 Lexus","carmax",34000,54998,"IS 500","F-Sport Performance Launch Edition","2022"
"3236",FALSE,"Lexus LS 500","Lexus","38,000 miles",54998,"LS 500","2022 Lexus","carmax",38000,54998,"LS 500","","2022"
"3237",FALSE,"Lexus LS 500","Lexus","26,000 miles",56998,"LS 500","2022 Lexus","carmax",26000,56998,"LS 500","","2022"
"3238",FALSE,"Lexus LX 600","Lexus","39,000 miles",85998,"LX 600 F-Sport","2022 Lexus","carmax",39000,85998,"LX 600","F-Sport","2022"
"3239",FALSE,"Toyota 4Runner","Toyota","46,000 miles",43998,"4Runner Limited","2022 Toyota","carmax",46000,43998,"4Runner","Limited","2022"
"3240",FALSE,"Toyota 4Runner","Toyota","37,000 miles",47998,"4Runner Limited","2022 Toyota","carmax",37000,47998,"4Runner","Limited","2022"
"3241",FALSE,"Toyota 4Runner","Toyota","46,000 miles",43998,"4Runner Limited","2022 Toyota","carmax",46000,43998,"4Runner","Limited","2022"
"3242",FALSE,"Toyota 4Runner","Toyota","39,000 miles",45998,"4Runner Limited","2022 Toyota","carmax",39000,45998,"4Runner","Limited","2022"
"3243",FALSE,"Toyota 4Runner","Toyota","49,000 miles",42998,"4Runner Limited","2022 Toyota","carmax",49000,42998,"4Runner","Limited","2022"
"3244",FALSE,"Toyota 4Runner","Toyota","37,000 miles",41998,"4Runner Limited","2022 Toyota","carmax",37000,41998,"4Runner","Limited","2022"
"3245",FALSE,"Toyota 4Runner","Toyota","32,000 miles",48998,"4Runner Limited","2022 Toyota","carmax",32000,48998,"4Runner","Limited","2022"
"3246",FALSE,"Toyota 4Runner","Toyota","103,000 miles",31998,"4Runner Limited","2022 Toyota","carmax",103000,31998,"4Runner","Limited","2022"
"3247",FALSE,"Toyota 4Runner","Toyota","21,000 miles",48998,"4Runner Limited","2022 Toyota","carmax",21000,48998,"4Runner","Limited","2022"
"3248",FALSE,"Toyota 4Runner","Toyota","27,000 miles",48998,"4Runner Limited","2022 Toyota","carmax",27000,48998,"4Runner","Limited","2022"
"3249",FALSE,"Toyota 4Runner","Toyota","51,000 miles",43998,"4Runner Limited","2022 Toyota","carmax",51000,43998,"4Runner","Limited","2022"
"3250",FALSE,"Toyota 4Runner","Toyota","66,000 miles",33998,"4Runner SR5","2022 Toyota","carmax",66000,33998,"4Runner","SR5","2022"
"3251",FALSE,"Toyota 4Runner","Toyota","31,000 miles",37998,"4Runner SR5","2022 Toyota","carmax",31000,37998,"4Runner","SR5","2022"
"3252",FALSE,"Toyota 4Runner","Toyota","39,000 miles",35998,"4Runner SR5","2022 Toyota","carmax",39000,35998,"4Runner","SR5","2022"
"3253",FALSE,"Toyota 4Runner","Toyota","39,000 miles",35998,"4Runner SR5","2022 Toyota","carmax",39000,35998,"4Runner","SR5","2022"
"3254",FALSE,"Toyota 4Runner","Toyota","43,000 miles",34998,"4Runner SR5","2022 Toyota","carmax",43000,34998,"4Runner","SR5","2022"
"3255",FALSE,"Toyota 4Runner","Toyota","32,000 miles",36998,"4Runner SR5","2022 Toyota","carmax",32000,36998,"4Runner","SR5","2022"
"3256",FALSE,"Toyota 4Runner","Toyota","48,000 miles",34998,"4Runner SR5","2022 Toyota","carmax",48000,34998,"4Runner","SR5","2022"
"3257",FALSE,"Toyota 4Runner","Toyota","23,000 miles",39998,"4Runner SR5","2022 Toyota","carmax",23000,39998,"4Runner","SR5","2022"
"3258",FALSE,"Toyota 4Runner","Toyota","55,000 miles",35998,"4Runner SR5","2022 Toyota","carmax",55000,35998,"4Runner","SR5","2022"
"3259",FALSE,"Toyota 4Runner","Toyota","60,000 miles",35998,"4Runner SR5","2022 Toyota","carmax",60000,35998,"4Runner","SR5","2022"
"3260",FALSE,"Toyota 4Runner","Toyota","46,000 miles",36998,"4Runner SR5","2022 Toyota","carmax",46000,36998,"4Runner","SR5","2022"
"3261",FALSE,"Toyota 4Runner","Toyota","65,000 miles",34998,"4Runner SR5","2022 Toyota","carmax",65000,34998,"4Runner","SR5","2022"
"3262",FALSE,"Toyota 4Runner","Toyota","22,000 miles",39998,"4Runner SR5","2022 Toyota","carmax",22000,39998,"4Runner","SR5","2022"
"3263",FALSE,"Toyota 4Runner","Toyota","22,000 miles",39998,"4Runner SR5","2022 Toyota","carmax",22000,39998,"4Runner","SR5","2022"
"3264",FALSE,"Toyota 4Runner","Toyota","39,000 miles",40998,"4Runner SR5","2022 Toyota","carmax",39000,40998,"4Runner","SR5","2022"
"3265",FALSE,"Toyota 4Runner","Toyota","55,000 miles",39998,"4Runner SR5 Premium","2022 Toyota","carmax",55000,39998,"4Runner","SR5 Premium","2022"
"3266",FALSE,"Toyota 4Runner","Toyota","30,000 miles",39998,"4Runner SR5 Premium","2022 Toyota","carmax",30000,39998,"4Runner","SR5 Premium","2022"
"3267",FALSE,"Toyota 4Runner","Toyota","99,000 miles",35998,"4Runner SR5 Premium","2022 Toyota","carmax",99000,35998,"4Runner","SR5 Premium","2022"
"3268",FALSE,"Toyota 4Runner","Toyota","38,000 miles",39998,"4Runner SR5 Premium","2022 Toyota","carmax",38000,39998,"4Runner","SR5 Premium","2022"
"3269",FALSE,"Toyota 4Runner","Toyota","23,000 miles",42998,"4Runner SR5 Premium","2022 Toyota","carmax",23000,42998,"4Runner","SR5 Premium","2022"
"3270",FALSE,"Toyota 4Runner","Toyota","78,000 miles",35998,"4Runner SR5 Premium","2022 Toyota","carmax",78000,35998,"4Runner","SR5 Premium","2022"
"3271",FALSE,"Toyota 4Runner","Toyota","58,000 miles",36998,"4Runner SR5 Premium","2022 Toyota","carmax",58000,36998,"4Runner","SR5 Premium","2022"
"3272",FALSE,"Toyota 4Runner","Toyota","49,000 miles",35998,"4Runner SR5 Premium","2022 Toyota","carmax",49000,35998,"4Runner","SR5 Premium","2022"
"3273",FALSE,"Toyota 4Runner","Toyota","56,000 miles",37998,"4Runner SR5 Premium","2022 Toyota","carmax",56000,37998,"4Runner","SR5 Premium","2022"
"3274",FALSE,"Toyota 4Runner","Toyota","45,000 miles",39998,"4Runner SR5 Premium","2022 Toyota","carmax",45000,39998,"4Runner","SR5 Premium","2022"
"3275",FALSE,"Toyota 4Runner","Toyota","55,000 miles",36998,"4Runner SR5 Premium","2022 Toyota","carmax",55000,36998,"4Runner","SR5 Premium","2022"
"3276",FALSE,"Toyota 4Runner","Toyota","16,000 miles",44998,"4Runner SR5 Premium","2022 Toyota","carmax",16000,44998,"4Runner","SR5 Premium","2022"
"3277",FALSE,"Toyota 4Runner","Toyota","65,000 miles",36998,"4Runner SR5 Premium","2022 Toyota","carmax",65000,36998,"4Runner","SR5 Premium","2022"
"3278",FALSE,"Toyota 4Runner","Toyota","50,000 miles",39998,"4Runner SR5 Premium","2022 Toyota","carmax",50000,39998,"4Runner","SR5 Premium","2022"
"3279",FALSE,"Toyota 4Runner","Toyota","55,000 miles",39998,"4Runner TRD Off Road","2022 Toyota","carmax",55000,39998,"4Runner","TRD Off Road","2022"
"3280",FALSE,"Toyota 4Runner","Toyota","4,000 miles",53998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",4000,53998,"4Runner","TRD Off Road Premium","2022"
"3281",FALSE,"Toyota 4Runner","Toyota","69,000 miles",39998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",69000,39998,"4Runner","TRD Off Road Premium","2022"
"3282",FALSE,"Toyota 4Runner","Toyota","31,000 miles",43998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",31000,43998,"4Runner","TRD Off Road Premium","2022"
"3283",FALSE,"Toyota 4Runner","Toyota","28,000 miles",46998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",28000,46998,"4Runner","TRD Off Road Premium","2022"
"3284",FALSE,"Toyota 4Runner","Toyota","50,000 miles",42998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",50000,42998,"4Runner","TRD Off Road Premium","2022"
"3285",FALSE,"Toyota 4Runner","Toyota","59,000 miles",41998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",59000,41998,"4Runner","TRD Off Road Premium","2022"
"3286",FALSE,"Toyota 4Runner","Toyota","47,000 miles",42998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",47000,42998,"4Runner","TRD Off Road Premium","2022"
"3287",FALSE,"Toyota 4Runner","Toyota","46,000 miles",47998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",46000,47998,"4Runner","TRD Off Road Premium","2022"
"3288",FALSE,"Toyota 4Runner","Toyota","74,000 miles",38998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",74000,38998,"4Runner","TRD Off Road Premium","2022"
"3289",FALSE,"Toyota 4Runner","Toyota","23,000 miles",47998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",23000,47998,"4Runner","TRD Off Road Premium","2022"
"3290",FALSE,"Toyota 4Runner","Toyota","34,000 miles",47998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",34000,47998,"4Runner","TRD Off Road Premium","2022"
"3291",FALSE,"Toyota 4Runner","Toyota","108,000 miles",34998,"4Runner TRD Off Road Premium","2022 Toyota","carmax",108000,34998,"4Runner","TRD Off Road Premium","2022"
"3292",FALSE,"Toyota 4Runner","Toyota","24,000 miles",52998,"4Runner TRD Pro","2022 Toyota","carmax",24000,52998,"4Runner","TRD Pro","2022"
"3293",FALSE,"Toyota 4Runner","Toyota","29,000 miles",52998,"4Runner TRD Pro","2022 Toyota","carmax",29000,52998,"4Runner","TRD Pro","2022"
"3294",FALSE,"Toyota 4Runner","Toyota","83,000 miles",45998,"4Runner TRD Pro","2022 Toyota","carmax",83000,45998,"4Runner","TRD Pro","2022"
"3295",FALSE,"Toyota 4Runner","Toyota","34,000 miles",49998,"4Runner TRD Pro","2022 Toyota","carmax",34000,49998,"4Runner","TRD Pro","2022"
"3296",FALSE,"Toyota 4Runner","Toyota","27,000 miles",51998,"4Runner TRD Pro","2022 Toyota","carmax",27000,51998,"4Runner","TRD Pro","2022"
"3297",FALSE,"Toyota 4Runner","Toyota","60,000 miles",47998,"4Runner TRD Pro","2022 Toyota","carmax",60000,47998,"4Runner","TRD Pro","2022"
"3298",FALSE,"Toyota 4Runner","Toyota","33,000 miles",51998,"4Runner TRD Pro","2022 Toyota","carmax",33000,51998,"4Runner","TRD Pro","2022"
"3299",FALSE,"Toyota 4Runner","Toyota","42,000 miles",47998,"4Runner TRD Pro","2022 Toyota","carmax",42000,47998,"4Runner","TRD Pro","2022"
"3300",FALSE,"Toyota 4Runner","Toyota","27,000 miles",51998,"4Runner TRD Pro","2022 Toyota","carmax",27000,51998,"4Runner","TRD Pro","2022"
"3301",FALSE,"Toyota 4Runner","Toyota","48,000 miles",36998,"4Runner TRD Sport","2022 Toyota","carmax",48000,36998,"4Runner","TRD Sport","2022"
"3302",FALSE,"Toyota 4Runner","Toyota","41,000 miles",40998,"4Runner TRD Sport","2022 Toyota","carmax",41000,40998,"4Runner","TRD Sport","2022"
"3303",FALSE,"Toyota 4Runner","Toyota","22,000 miles",41998,"4Runner TRD Sport","2022 Toyota","carmax",22000,41998,"4Runner","TRD Sport","2022"
"3304",FALSE,"Toyota 4Runner","Toyota","66,000 miles",36998,"4Runner TRD Sport","2022 Toyota","carmax",66000,36998,"4Runner","TRD Sport","2022"
"3305",FALSE,"Toyota 4Runner","Toyota","23,000 miles",45998,"4Runner Trail Special Edition","2022 Toyota","carmax",23000,45998,"4Runner","Trail Special Edition","2022"
"3306",FALSE,"Toyota 4Runner","Toyota","54,000 miles",43998,"4Runner Trail Special Edition","2022 Toyota","carmax",54000,43998,"4Runner","Trail Special Edition","2022"
"3307",FALSE,"Toyota 4Runner","Toyota","20,000 miles",47998,"4Runner Trail Special Edition","2022 Toyota","carmax",20000,47998,"4Runner","Trail Special Edition","2022"
"3308",FALSE,"Toyota 4Runner","Toyota","34,000 miles",40998,"4Runner Trail Special Edition","2022 Toyota","carmax",34000,40998,"4Runner","Trail Special Edition","2022"
"3309",FALSE,"Toyota 4Runner","Toyota","45,000 miles",41998,"4Runner Trail Special Edition","2022 Toyota","carmax",45000,41998,"4Runner","Trail Special Edition","2022"
"3310",FALSE,"Toyota Highlander","Toyota","33,000 miles",37998,"Highlander Hybrid LE","2022 Toyota","carmax",33000,37998,"Highlander","Hybrid LE","2022"
"3311",FALSE,"Toyota Highlander","Toyota","62,000 miles",31998,"Highlander Hybrid LE","2022 Toyota","carmax",62000,31998,"Highlander","Hybrid LE","2022"
"3312",FALSE,"Toyota Highlander","Toyota","24,000 miles",37998,"Highlander Hybrid LE","2022 Toyota","carmax",24000,37998,"Highlander","Hybrid LE","2022"
"3313",FALSE,"Toyota Highlander","Toyota","26,000 miles",45998,"Highlander Hybrid Limited","2022 Toyota","carmax",26000,45998,"Highlander","Hybrid Limited","2022"
"3314",FALSE,"Toyota Highlander","Toyota","20,000 miles",47998,"Highlander Hybrid Limited","2022 Toyota","carmax",20000,47998,"Highlander","Hybrid Limited","2022"
"3315",FALSE,"Toyota Highlander","Toyota","62,000 miles",37998,"Highlander Hybrid Limited","2022 Toyota","carmax",62000,37998,"Highlander","Hybrid Limited","2022"
"3316",FALSE,"Toyota Highlander","Toyota","48,000 miles",40998,"Highlander Hybrid Limited","2022 Toyota","carmax",48000,40998,"Highlander","Hybrid Limited","2022"
"3317",FALSE,"Toyota Highlander","Toyota","39,000 miles",44998,"Highlander Hybrid Platinum","2022 Toyota","carmax",39000,44998,"Highlander","Hybrid Platinum","2022"
"3318",FALSE,"Toyota Highlander","Toyota","29,000 miles",47998,"Highlander Hybrid Platinum","2022 Toyota","carmax",29000,47998,"Highlander","Hybrid Platinum","2022"
"3319",FALSE,"Toyota Highlander","Toyota","98,000 miles",35998,"Highlander Hybrid Platinum","2022 Toyota","carmax",98000,35998,"Highlander","Hybrid Platinum","2022"
"3320",FALSE,"Toyota Highlander","Toyota","36,000 miles",41998,"Highlander Hybrid XLE","2022 Toyota","carmax",36000,41998,"Highlander","Hybrid XLE","2022"
"3321",FALSE,"Toyota Highlander","Toyota","60,000 miles",35998,"Highlander Hybrid XLE","2022 Toyota","carmax",60000,35998,"Highlander","Hybrid XLE","2022"
"3322",FALSE,"Toyota Highlander","Toyota","54,000 miles",36998,"Highlander Hybrid XLE","2022 Toyota","carmax",54000,36998,"Highlander","Hybrid XLE","2022"
"3323",FALSE,"Toyota Highlander","Toyota","33,000 miles",41998,"Highlander Hybrid XLE","2022 Toyota","carmax",33000,41998,"Highlander","Hybrid XLE","2022"
"3324",FALSE,"Toyota Highlander","Toyota","56,000 miles",35998,"Highlander Hybrid XLE","2022 Toyota","carmax",56000,35998,"Highlander","Hybrid XLE","2022"
"3325",FALSE,"Toyota Highlander","Toyota","52,000 miles",37998,"Highlander Hybrid XLE","2022 Toyota","carmax",52000,37998,"Highlander","Hybrid XLE","2022"
"3326",FALSE,"Toyota Highlander","Toyota","59,000 miles",34998,"Highlander Hybrid XLE","2022 Toyota","carmax",59000,34998,"Highlander","Hybrid XLE","2022"
"3327",FALSE,"Toyota Highlander","Toyota","19,000 miles",43998,"Highlander Hybrid XLE","2022 Toyota","carmax",19000,43998,"Highlander","Hybrid XLE","2022"
"3328",FALSE,"Toyota Highlander","Toyota","55,000 miles",33998,"Highlander Hybrid XLE","2022 Toyota","carmax",55000,33998,"Highlander","Hybrid XLE","2022"
"3329",FALSE,"Toyota Highlander","Toyota","33,000 miles",39998,"Highlander Hybrid XLE","2022 Toyota","carmax",33000,39998,"Highlander","Hybrid XLE","2022"
"3330",FALSE,"Toyota Highlander","Toyota","54,000 miles",36998,"Highlander Hybrid XLE","2022 Toyota","carmax",54000,36998,"Highlander","Hybrid XLE","2022"
"3331",FALSE,"Toyota Highlander","Toyota","30,000 miles",40998,"Highlander Hybrid XLE","2022 Toyota","carmax",30000,40998,"Highlander","Hybrid XLE","2022"
"3332",FALSE,"Toyota Highlander","Toyota","59,000 miles",33998,"Highlander Hybrid XLE","2022 Toyota","carmax",59000,33998,"Highlander","Hybrid XLE","2022"
"3333",FALSE,"Toyota Highlander","Toyota","54,000 miles",37998,"Highlander Hybrid XLE","2022 Toyota","carmax",54000,37998,"Highlander","Hybrid XLE","2022"
"3334",FALSE,"Toyota Highlander","Toyota","43,000 miles",39998,"Highlander Hybrid XLE","2022 Toyota","carmax",43000,39998,"Highlander","Hybrid XLE","2022"
"3335",FALSE,"Toyota Highlander","Toyota","45,000 miles",35998,"Highlander Hybrid XLE","2022 Toyota","carmax",45000,35998,"Highlander","Hybrid XLE","2022"
"3336",FALSE,"Toyota Highlander","Toyota","35,000 miles",38998,"Highlander Hybrid XLE","2022 Toyota","carmax",35000,38998,"Highlander","Hybrid XLE","2022"
"3337",FALSE,"Toyota Highlander","Toyota","44,000 miles",36998,"Highlander Hybrid XLE Bronze","2022 Toyota","carmax",44000,36998,"Highlander","Hybrid XLE Bronze","2022"
"3338",FALSE,"Toyota Highlander","Toyota","33,000 miles",40998,"Highlander Hybrid XLE Bronze","2022 Toyota","carmax",33000,40998,"Highlander","Hybrid XLE Bronze","2022"
"3339",FALSE,"Toyota Highlander","Toyota","32,000 miles",31998,"Highlander L","2022 Toyota","carmax",32000,31998,"Highlander","L","2022"
"3340",FALSE,"Toyota Highlander","Toyota","33,000 miles",29998,"Highlander L","2022 Toyota","carmax",33000,29998,"Highlander","L","2022"
"3341",FALSE,"Toyota Highlander","Toyota","28,000 miles",32998,"Highlander L","2022 Toyota","carmax",28000,32998,"Highlander","L","2022"
"3342",FALSE,"Toyota Highlander","Toyota","24,000 miles",33998,"Highlander L","2022 Toyota","carmax",24000,33998,"Highlander","L","2022"
"3343",FALSE,"Toyota Highlander","Toyota","11,000 miles",37998,"Highlander LE","2022 Toyota","carmax",11000,37998,"Highlander","LE","2022"
"3344",FALSE,"Toyota Highlander","Toyota","20,000 miles",32998,"Highlander LE","2022 Toyota","carmax",20000,32998,"Highlander","LE","2022"
"3345",FALSE,"Toyota Highlander","Toyota","26,000 miles",34998,"Highlander LE","2022 Toyota","carmax",26000,34998,"Highlander","LE","2022"
"3346",FALSE,"Toyota Highlander","Toyota","49,000 miles",30998,"Highlander LE","2022 Toyota","carmax",49000,30998,"Highlander","LE","2022"
"3347",FALSE,"Toyota Highlander","Toyota","29,000 miles",32998,"Highlander LE","2022 Toyota","carmax",29000,32998,"Highlander","LE","2022"
"3348",FALSE,"Toyota Highlander","Toyota","66,000 miles",26998,"Highlander LE","2022 Toyota","carmax",66000,26998,"Highlander","LE","2022"
"3349",FALSE,"Toyota Highlander","Toyota","50,000 miles",28998,"Highlander LE","2022 Toyota","carmax",50000,28998,"Highlander","LE","2022"
"3350",FALSE,"Toyota Highlander","Toyota","26,000 miles",40998,"Highlander Limited","2022 Toyota","carmax",26000,40998,"Highlander","Limited","2022"
"3351",FALSE,"Toyota Highlander","Toyota","78,000 miles",33998,"Highlander Limited","2022 Toyota","carmax",78000,33998,"Highlander","Limited","2022"
"3352",FALSE,"Toyota Highlander","Toyota","98,000 miles",29998,"Highlander Limited","2022 Toyota","carmax",98000,29998,"Highlander","Limited","2022"
"3353",FALSE,"Toyota Highlander","Toyota","54,000 miles",36998,"Highlander Limited","2022 Toyota","carmax",54000,36998,"Highlander","Limited","2022"
"3354",FALSE,"Toyota Highlander","Toyota","28,000 miles",37998,"Highlander Limited","2022 Toyota","carmax",28000,37998,"Highlander","Limited","2022"
"3355",FALSE,"Toyota Highlander","Toyota","17,000 miles",42998,"Highlander Limited","2022 Toyota","carmax",17000,42998,"Highlander","Limited","2022"
"3356",FALSE,"Toyota Highlander","Toyota","29,000 miles",44998,"Highlander Platinum","2022 Toyota","carmax",29000,44998,"Highlander","Platinum","2022"
"3357",FALSE,"Toyota Highlander","Toyota","25,000 miles",41998,"Highlander Platinum","2022 Toyota","carmax",25000,41998,"Highlander","Platinum","2022"
"3358",FALSE,"Toyota Highlander","Toyota","29,000 miles",44998,"Highlander Platinum","2022 Toyota","carmax",29000,44998,"Highlander","Platinum","2022"
"3359",FALSE,"Toyota Highlander","Toyota","19,000 miles",46998,"Highlander Platinum","2022 Toyota","carmax",19000,46998,"Highlander","Platinum","2022"
"3360",FALSE,"Toyota Highlander","Toyota","45,000 miles",39998,"Highlander Platinum","2022 Toyota","carmax",45000,39998,"Highlander","Platinum","2022"
"3361",FALSE,"Toyota Highlander","Toyota","12,000 miles",42998,"Highlander Platinum","2022 Toyota","carmax",12000,42998,"Highlander","Platinum","2022"
"3362",FALSE,"Toyota Highlander","Toyota","23,000 miles",44998,"Highlander Platinum","2022 Toyota","carmax",23000,44998,"Highlander","Platinum","2022"
"3363",FALSE,"Toyota Highlander","Toyota","17,000 miles",49998,"Highlander Platinum","2022 Toyota","carmax",17000,49998,"Highlander","Platinum","2022"
"3364",FALSE,"Toyota Highlander","Toyota","25,000 miles",43998,"Highlander Platinum","2022 Toyota","carmax",25000,43998,"Highlander","Platinum","2022"
